HomeTeam,AwayTeam,HomeScore,AwayScore,Week,HomeResult,AwayResult,AwayAverage,HomeAverage,AwayFirstDowns,HomeFirstDowns,AwayTime,HomeTime,AwayThirdDowns,HomeThirdDowns,PredictHomeTeamWin
NYJ,PIT,16,10,16,1,0,19.21428571,17.64285714,17.07142857,15.78571429,29.09142857,28.58428571,34.68571429,29.58571429,1
TEN,NO,28,38,16,0,1,27.0,24.21428571,21.35714286,19.64285714,32.09285714,28.47214286,42.95,36.81428571,0
WAS,NYG,35,41,16,0,1,20.21428571,15.35714286,18.85714286,15.0,28.40714286,26.70285714,35.30714286,27.81428571,0
DEN,DET,27,17,16,1,0,21.71428571,17.07142857,20.21428571,17.0,29.645,28.75785714,42.41428571,31.96428571,1
LAC,LV,17,24,16,0,1,19.57142857,21.35714286,19.85714286,21.64285714,30.52928571,30.58,43.95714286,45.7,0
PHI,DAL,17,9,16,1,0,27.0,23.85714286,24.35714286,21.85714286,29.51,32.71214286,47.67142857,46.07142857,1
SEA,ARI,13,27,16,0,1,22.14285714,26.5,19.35714286,21.5,27.39571429,31.69,33.96428571,38.97142857,0
CHI,KC,3,26,16,0,1,28.14285714,18.28571429,22.07142857,18.21428571,29.40285714,29.87714286,46.75,34.34285714,0
MIN,GB,10,23,16,0,1,23.57142857,27.0,19.5,20.92857143,30.77857143,29.58857143,35.94285714,44.39285714,0
BUF,NYJ,6,13,17,0,1,17.53333333,20.53333333,15.66666667,19.8,28.564,30.05466667,29.39333333,36.32666667,0
CAR,NO,10,42,17,0,1,27.73333333,22.0,21.46666667,21.26666667,32.04666667,29.064,42.30666667,32.62666667,0
CIN,CLE,33,23,17,1,0,20.8,16.4,19.33333333,19.33333333,29.85933333,29.10066667,36.06,33.88666667,0
DET,GB,20,23,17,0,1,23.53333333,21.4,19.66666667,19.73333333,31.21466667,29.23666667,35.92666667,42.01333333,0
KC,LAC,31,21,17,1,0,21.06666667,28.0,21.6,22.26666667,30.29866667,29.65866667,44.47333333,47.26666667,1
MIN,CHI,19,21,17,0,1,17.26666667,25.86666667,18.2,20.0,29.64266667,29.10133333,34.83333333,43.21333333,1
NE,MIA,24,27,17,0,1,18.6,26.4,19.26666667,21.33333333,28.44066667,31.85866667,34.54,38.69333333,0
TB,ATL,22,28,17,0,1,23.53333333,29.06666667,23.66666667,22.6,30.44533333,31.22933333,42.29333333,42.08666667,0
BAL,PIT,28,10,17,1,0,18.6,33.53333333,17.0,24.46666667,29.24,34.30466667,33.8,47.25333333,1
DAL,WAS,47,16,17,1,0,16.66666667,25.8,15.66666667,23.8,27.15466667,29.108,29.76666667,45.92,1
DEN,LV,16,15,17,1,0,19.86666667,17.73333333,19.8,17.53333333,30.71,29.294,44.36,32.61333333,1
HOU,TEN,14,35,17,0,1,24.46666667,24.26666667,19.46666667,21.73333333,28.478,29.76666667,36.92666667,44.71333333,1
JAX,IND,38,20,17,1,0,22.73333333,17.46666667,21.53333333,18.33333333,30.30333333,30.101999999999997,42.10666667,32.44666667,1
LAR,ARI,31,24,17,1,0,22.46666667,24.2,19.46666667,21.13333333,27.87133333,28.494,33.92,36.0,1
NYG,PHI,17,34,17,0,1,23.4,21.6,21.93333333,19.46666667,32.93933333,28.618000000000002,45.86,36.76,0
SEA,SF,21,26,17,0,1,30.2,25.6,21.2,20.93333333,31.744,31.29066667,44.52,36.92666667,0
