HomeTeam,AwayTeam,Week,AwayAverage,HomeAverage,AwayFirstDowns,HomeFirstDowns,AwayTime,HomeTime,AwayThirdDowns,HomeThirdDowns
WAS,CHI,3,9.5,24.0,17.0,17.0,27.835,25.855,23.65,30.35
GB,PHI,4,25.33333333333333,19.33333333333333,20.666666666666668,16.333333333333332,32.99666666666667,30.053333333333335,56.16666666666666,24.066666666666666
ATL,TEN,4,22.33333333333333,20.0,20.0,23.66666666666667,30.98,28.700000000000006,25.7,45.0
BAL,CLE,4,16.333333333333332,36.66666666666666,17.666666666666668,28.66666666666667,30.4,36.84,26.1,50.7
BUF,NE,4,35.333333333333336,22.0,24.0,24.0,34.59,32.169999999999995,48.16666666666666,42.333333333333336
DET,KC,4,33.666666666666664,22.33333333333333,25.0,19.33333333333333,30.22,31.68666666666667,54.23333333333333,38.73333333333333
HOU,CAR,4,26.33333333333333,22.66666666666667,20.666666666666668,19.666666666666668,27.1,29.06,35.63333333333333,51.26666666666667
IND,LV,4,16.0,23.33333333333333,18.33333333333333,24.0,29.32666666666667,31.89,47.20000000000001,55.43333333333334
MIA,LAC,4,20.0,5.333333333333333,22.66666666666667,13.333333333333336,31.72333333333333,24.076666666666664,47.70000000000001,21.1
NYG,WAS,4,21.0,21.0,19.666666666666668,21.0,26.649999999999995,27.040000000000006,31.33333333333333,29.8
ARI,SEA,4,25.33333333333333,21.33333333333333,21.0,19.0,30.29666666666667,28.01,35.833333333333336,37.333333333333336
LAR,TB,4,22.66666666666667,25.66666666666667,20.33333333333333,20.666666666666668,32.07,30.53333333333333,30.26666666666667,44.76666666666667
CHI,MIN,4,26.0,16.666666666666668,18.666666666666668,18.33333333333333,28.77666666666667,29.01,45.46666666666667,36.266666666666666
DEN,JAX,4,19.33333333333333,15.333333333333336,15.333333333333336,21.66666666666667,27.66333333333333,31.69333333333334,30.43333333333333,40.3
NO,DAL,4,32.333333333333336,24.0,25.33333333333333,18.33333333333333,31.986666666666668,29.263333333333332,57.86666666666667,40.56666666666667
PIT,CIN,4,18.0,16.333333333333332,17.666666666666668,14.333333333333336,28.836666666666666,24.94666666666667,39.1,25.766666666666666
SEA,LAR,5,29.25,25.75,24.5,21.0,29.71,31.0325,42.675,36.875
CAR,JAX,5,21.0,23.75,17.75,20.25,30.5275,27.92,29.975,39.225
CIN,ARI,5,18.5,14.25,19.25,17.25,27.5975,29.1625,36.325,36.475
HOU,ATL,5,17.5,19.5,23.75,19.25,29.1275,29.1,42.675,47.55
LV,CHI,5,16.5,19.75,18.0,19.0,30.575000000000006,30.3475,35.0,45.825
NO,TB,5,30.75,21.0,22.0,18.25,32.1425,31.0475,38.075,41.15
NYG,MIN,5,21.0,21.75,17.75,21.75,27.665,29.505000000000006,43.725,37.725
PHI,NYJ,5,8.25,27.5,9.0,21.5,21.6875,31.595,13.875,56.025
PIT,BAL,5,33.75,19.0,27.5,15.75,34.987500000000004,26.075000000000006,48.025,27.65
TEN,BUF,5,19.0,22.75,23.75,20.5,32.2275,30.5325,35.6,30.825
WAS,NE,5,30.5,16.5,20.75,16.75,32.7425,25.865,43.075,28.05
LAC,DEN,5,17.5,22.5,21.0,23.0,28.890000000000004,33.1325,39.325,51.15000000000001
DAL,GB,5,21.25,26.75,20.0,22.75,30.5925,29.880000000000006,31.675,52.5
KC,IND,5,23.5,33.75,23.5,26.0,30.465,29.29,50.95,51.775
SF,CLE,5,22.25,24.0,18.75,17.5,30.3425,24.69,31.125,37.15
NE,NYG,6,19.4,31.0,21.0,21.2,29.044,32.5,40.18,41.12000000000001
TB,CAR,6,25.8,29.4,20.6,21.4,27.808000000000003,30.98,38.04,35.92
BAL,CIN,6,16.0,32.2,18.0,26.4,29.044,35.790000000000006,37.52,46.42
CLE,SEA,6,26.6,18.4,21.8,16.8,31.862,28.70800000000001,35.5,26.72
JAX,NO,6,23.0,22.2,19.6,19.8,31.491999999999997,30.87,43.58,33.22000000000001
KC,HOU,6,26.2,29.6,21.6,24.4,29.48,27.922,53.42,48.08
MIA,WAS,6,14.6,5.2,15.6,10.6,26.432,18.894000000000002,24.26,22.66
MIN,PHI,6,28.2,22.4,20.6,18.6,31.380000000000006,28.612,52.52,44.08
ARI,ATL,6,20.4,20.0,23.4,20.6,29.102,28.338,45.38,38.3
LAR,SF,6,31.75,29.2,23.0,24.4,34.0475,28.652,46.525,39.60000000000001
DEN,TEN,6,19.6,18.0,19.2,19.8,30.122,28.984,30.380000000000006,36.92
NYJ,DAL,6,26.2,9.75,24.6,11.25,28.538,29.1375,47.0,19.225
LAC,PIT,6,19.8,20.6,16.2,22.2,25.928000000000004,32.554,28.779999999999994,47.08000000000001
GB,DET,6,19.4,23.8,17.4,20.8,25.721999999999998,31.76,30.94,30.34
DEN,KC,7,28.66666666666667,17.666666666666668,23.66666666666667,18.33333333333333,26.621666666666666,29.063333333333336,48.4,33.15
ATL,LAR,7,25.5,22.5,22.0,24.66666666666667,27.51,29.66333333333333,33.00000000000001,46.9
BUF,MIA,7,8.4,15.0,14.8,18.83333333333333,25.372,26.67166666666667,26.94,28.86666666666667
CIN,JAX,7,19.5,16.166666666666668,18.33333333333333,18.0,30.14333333333333,27.566666666666666,32.45,38.85
DET,MIN,7,25.0,23.8,19.83333333333333,20.0,29.243333333333336,31.034,40.06666666666667,35.55999999999999
GB,LV,7,17.166666666666668,23.66666666666667,16.833333333333332,21.0,25.97,32.03333333333334,38.88333333333333,30.83333333333333
IND,HOU,7,27.0,18.83333333333333,23.83333333333333,19.83333333333333,31.146666666666665,26.501666666666665,51.46666666666667,39.91666666666666
NYG,ARI,7,22.33333333333333,18.5,21.166666666666668,19.166666666666668,28.13666666666667,27.57666666666667,40.88333333333333,36.81666666666667
WAS,SF,7,29.4,15.0,22.8,15.166666666666664,34.942,26.56166666666667,46.64,23.25
TEN,LAC,7,20.0,16.333333333333332,22.33333333333333,18.0,31.38666666666667,30.125,48.95000000000001,27.700000000000006
CHI,NO,7,21.33333333333333,14.5,19.33333333333333,14.5,31.89333333333333,24.578333333333337,42.73333333333333,29.4
SEA,BAL,7,30.66666666666667,27.5,26.33333333333333,23.0,36.395,32.12,48.68333333333334,37.28333333333333
DAL,PHI,7,26.83333333333333,25.5,20.33333333333333,24.83333333333333,30.743333333333336,29.165000000000006,49.31666666666667,48.96666666666667
NYJ,NE,7,31.66666666666667,12.6,22.16666666666667,13.0,33.64333333333334,28.824,41.96666666666667,19.380000000000006
MIN,WAS,8,12.857142857142858,27.42857142857143,14.428571428571427,21.571428571428577,26.532857142857146,29.65142857142857,24.685714285714287,42.91428571428571
ATL,SEA,8,25.857142857142854,20.714285714285715,22.57142857142857,23.142857142857146,31.90285714285714,28.64142857142857,40.357142857142854,43.771428571428565
BUF,PHI,8,24.42857142857143,20.166666666666668,19.714285714285715,21.66666666666667,30.262857142857147,31.05333333333333,47.02857142857143,33.86666666666667
CHI,LAC,8,20.0,18.666666666666668,22.57142857142857,17.166666666666668,30.82428571428572,28.301666666666673,49.742857142857154,32.18333333333333
DET,NYG,8,18.857142857142858,24.83333333333333,19.428571428571427,21.0,27.937142857142852,30.445000000000004,36.31428571428571,38.716666666666654
IND,DEN,8,16.0,23.83333333333333,17.857142857142858,23.66666666666667,28.83571428571429,31.92166666666667,29.514285714285712,48.25
JAX,NYJ,8,10.5,20.571428571428573,12.833333333333336,18.857142857142858,27.575,31.29,19.183333333333334,31.385714285714286
LAR,CIN,8,16.285714285714285,27.142857142857146,18.428571428571427,22.142857142857146,26.69,28.994285714285716,39.25714285714286,35.42857142857143
NO,ARI,8,23.0,23.42857142857143,20.714285714285715,20.0,28.344285714285718,32.660000000000004,41.714285714285715,43.3
TEN,TB,8,24.714285714285715,17.285714285714285,18.571428571428573,18.571428571428573,26.2,30.414285714285718,30.414285714285718,31.52857142857143
SF,CAR,8,23.714285714285715,26.0,17.142857142857142,21.83333333333333,24.305714285714284,34.65833333333334,30.02857142857143,46.16666666666666
HOU,LV,8,21.166666666666668,26.42857142857143,20.33333333333333,23.42857142857143,30.86333333333333,30.66857142857143,49.48333333333334,48.871428571428574
NE,CLE,8,17.142857142857142,31.857142857142854,15.0,22.142857142857146,24.247142857142855,34.30428571428572,24.442857142857147,42.22857142857144
KC,GB,8,26.285714285714285,28.857142857142854,21.142857142857142,22.285714285714285,31.77714285714286,27.40857142857143,35.0,46.24285714285714
PIT,MIA,8,10.5,17.571428571428573,16.333333333333332,14.142857142857142,26.695,23.44857142857143,31.41666666666667,29.342857142857138
ARI,SF,9,29.57142857142857,21.25,22.142857142857146,19.375,34.43571428571429,27.56375,46.714285714285715,38.5875
JAX,HOU,9,26.5,21.625,24.125,19.125,31.27625,31.53,48.125,33.35
BUF,WAS,9,12.375,19.142857142857142,14.375,20.857142857142858,26.121250000000003,30.08857142857143,25.175,34.74285714285715
CAR,TEN,9,18.5,25.57142857142857,18.25,18.857142857142858,30.14625,28.104285714285712,32.40000000000001,32.22857142857143
KC,MIN,9,26.375,28.25,21.625,22.125,30.49,27.29125,44.2125,47.275
MIA,NYJ,9,11.142857142857142,11.0,13.142857142857142,16.285714285714285,27.405714285714282,26.37,19.61428571428572,32.285714285714285
PHI,CHI,9,18.285714285714285,25.25,18.428571428571427,19.875,29.687142857142863,30.92625,32.68571428571429,47.81250000000001
PIT,IND,9,22.57142857142857,21.428571428571427,23.0,17.142857142857142,31.527142857142852,28.474285714285717,46.11428571428571,35.94285714285713
LV,DET,9,25.714285714285715,21.571428571428577,20.428571428571427,19.571428571428573,30.25714285714286,29.982857142857146,41.34285714285714,48.371428571428574
SEA,TB,9,28.0,26.0,21.857142857142854,22.0,30.67571428571428,31.55625,37.08571428571429,39.475
DEN,CLE,9,19.0,15.625,17.142857142857142,18.25,28.16857142857143,29.036250000000006,28.014285714285712,27.9125
LAC,GB,9,26.875,19.625,21.125,21.125,31.946250000000006,29.72125,38.3125,46.02500000000001
BAL,NE,9,31.25,26.75,21.75,21.5,34.035000000000004,30.98875,40.85,41.325
NYG,DAL,9,23.75,19.75,21.5,20.0,25.90125,28.25375,43.8625,39.0625
LV,LAC,10,20.33333333333333,22.75,21.444444444444443,20.25,30.36444444444445,30.2975,45.96666666666667,49.05
CHI,DET,10,25.5,17.75,21.125,17.375,29.8625,28.40375,41.8625,31.1
CIN,BAL,10,31.375,13.777777777777779,24.75,17.0,35.62625,24.36222222222223,47.575,34.23333333333333
CLE,BUF,10,19.75,19.0,20.5,17.625,30.26125,29.06,36.65000000000001,29.5125
NO,ATL,10,18.33333333333333,21.66666666666667,21.33333333333333,18.666666666666668,25.66222222222222,29.578888888888887,37.74444444444444,40.15555555555555
NYJ,NYG,10,19.555555555555557,12.0,20.0,13.625,28.621111111111112,27.5375,38.18888888888889,21.625
TB,ARI,10,21.66666666666667,28.75,19.33333333333333,22.75,27.31111111111111,31.247499999999995,37.07777777777777,37.8125
TEN,KC,10,28.0,18.666666666666668,21.555555555555557,18.88888888888889,27.756666666666664,29.73333333333333,45.444444444444436,32.13333333333334
IND,MIA,10,12.875,22.75,17.0,22.875,26.966249999999995,31.37625,34.5,44.5125
GB,CAR,10,26.125,25.11111111111111,19.25,20.222222222222218,28.7375,31.163333333333334,32.6625,36.27777777777778
PIT,LAR,10,23.777777777777782,22.0,19.33333333333333,17.125,25.57,28.575000000000006,33.53333333333333,36.2625
DAL,MIN,10,26.0,28.375,21.11111111111111,24.5,30.22666666666667,29.45125,43.0,48.4125
SF,SEA,10,27.555555555555557,29.375,23.0,22.0,31.175555555555555,34.42,37.86666666666667,48.9625
CLE,PIT,11,21.444444444444443,19.0,16.88888888888889,18.33333333333333,28.88888888888889,29.32666666666667,35.7,30.277777777777782
BAL,HOU,11,23.8,33.333333333333336,21.4,24.222222222222218,28.254,34.27777777777778,42.14,49.7
CAR,ATL,11,21.222222222222218,25.0,24.0,20.0,29.379999999999995,28.697777777777766,42.18888888888889,33.47777777777778
DET,DAL,11,27.88888888888889,24.11111111111111,24.444444444444446,21.11111111111111,29.104444444444447,30.04888888888889,49.7,41.53333333333333
IND,JAX,11,17.6,21.555555555555557,17.4,22.444444444444446,27.951,31.036666666666665,30.32,43.844444444444456
MIA,BUF,11,19.33333333333333,13.222222222222221,20.444444444444443,16.555555555555557,30.02555555555556,27.445555555555547,36.85555555555556,34.833333333333336
MIN,DEN,11,14.9,26.2,15.9,21.7,25.659,30.531,25.66,44.41
TB,NO,11,22.66666666666667,28.88888888888889,20.666666666666668,23.11111111111111,32.48333333333333,31.808888888888887,42.93333333333333,38.8
WAS,NYJ,11,14.444444444444445,10.8,14.111111111111109,12.7,27.86,23.71,22.644444444444453,21.96
SF,ARI,11,22.2,28.777777777777782,19.4,21.88888888888889,26.936999999999998,34.41888888888889,34.37,47.96666666666667
LV,CIN,11,15.222222222222221,23.11111111111111,19.33333333333333,20.0,28.37444444444445,29.764444444444447,39.42222222222223,47.3
PHI,NE,11,27.0,22.4,19.6,18.5,29.487,28.759,36.53,42.69000000000001
LAR,CHI,11,18.0,25.11111111111111,16.88888888888889,21.11111111111111,28.425555555555558,28.70333333333333,29.5,34.322222222222216
LAC,KC,11,28.4,20.7,22.2,21.9,28.733,30.73800000000001,45.9,44.37000000000001
HOU,IND,12,22.7,24.5,22.5,23.0,31.285,30.59500000000001,43.1,44.14
ATL,TB,12,27.7,22.0,22.9,23.6,30.928,29.567999999999994,38.77,42.26
BUF,DEN,12,17.2,21.1,17.9,20.6,29.302000000000003,30.113000000000003,28.44,36.74
CHI,NYG,12,18.454545454545453,16.9,17.727272727272727,16.9,26.068181818181817,28.827,35.28181818181818,30.08
CIN,PIT,12,20.0,14.7,17.0,19.0,28.64,27.975,33.95,37.790000000000006
CLE,MIA,12,13.9,19.2,16.8,18.2,27.652,29.75,34.21,31.0
NO,CAR,12,22.8,23.8,19.7,20.7,28.661999999999995,32.935,31.56,44.02
NYJ,LV,12,22.5,16.4,20.0,15.0,30.31,28.293,47.24,24.55
PHI,SEA,12,25.0,23.4,20.545454545454547,20.6,28.706363636363633,31.894000000000002,35.22727272727273,45.00000000000001
WAS,DET,12,24.4,12.5,20.9,14.0,30.004,26.451000000000004,41.99999999999999,25.71
TEN,JAX,12,18.9,18.454545454545453,18.9,17.181818181818183,30.631,26.4,34.61,28.56363636363637
NE,DAL,12,28.6,28.7,24.6,21.5,29.248,32.312,50.44000000000001,39.65
SF,GB,12,22.72727272727273,29.5,18.63636363636364,22.3,28.33545454545455,33.814,33.71818181818182,47.79
LAR,BAL,12,34.1,24.3,24.3,20.3,34.469,28.549,50.290000000000006,33.89
DET,CHI,13,17.09090909090909,23.63636363636364,17.181818181818183,20.90909090909091,29.216363636363635,30.303636363636368,29.772727272727273,41.81818181818181
DAL,BUF,13,21.0,26.818181818181817,20.727272727272727,23.818181818181817,30.59363636363636,29.33636363636364,37.945454545454545,47.25454545454546
ATL,NO,13,24.72727272727273,22.0,20.90909090909091,23.45454545454545,32.51090909090909,29.73272727272727,43.65454545454545,40.690909090909095
BAL,SF,13,30.181818181818183,35.09090909090909,21.727272727272727,24.90909090909091,32.96181818181818,34.93181818181818,46.47272727272727,51.17272727272728
CAR,WAS,13,13.090909090909092,23.54545454545455,13.909090909090908,20.272727272727273,26.43727272727273,28.90454545454545,25.97272727272728,32.19090909090909
CIN,NYJ,13,18.0,14.272727272727273,15.545454545454545,18.272727272727273,28.566363636363636,27.722727272727276,26.10909090909091,35.872727272727275
IND,TEN,13,22.272727272727273,22.181818181818183,19.09090909090909,22.181818181818183,28.52727272727273,31.456363636363633,33.10909090909092,44.63636363636363
JAX,TB,13,28.363636363636363,19.0,22.63636363636364,19.272727272727273,30.681818181818183,31.17,39.445454545454545,34.99999999999999
MIA,PHI,13,22.09090909090909,14.818181818181818,20.818181818181817,17.272727272727273,31.86090909090909,27.278181818181814,43.93636363636365,35.0
NYG,GB,13,23.45454545454545,19.727272727272727,20.363636363636363,19.0,31.531818181818185,28.47636363636364,34.32727272727272,36.03636363636363
PIT,CLE,13,21.181818181818183,19.63636363636364,19.272727272727273,16.90909090909091,30.372727272727275,29.16363636363636,32.72727272727273,33.7
ARI,LAR,13,22.63636363636364,22.54545454545455,19.727272727272727,19.545454545454547,27.80818181818182,27.32727272727273,32.82727272727273,33.97272727272727
DEN,LAC,13,20.363636363636363,15.909090909090908,22.0,17.09090909090909,30.780000000000005,28.87090909090909,43.36363636363637,27.509090909090904
KC,LV,13,20.727272727272727,28.0,19.09090909090909,21.818181818181817,30.12727272727273,28.719090909090905,45.972727272727276,45.92727272727273
HOU,NE,13,27.272727272727273,24.09090909090909,21.09090909090909,22.363636363636363,32.04545454545455,30.21636363636364,37.99090909090909,44.67272727272727
SEA,MIN,13,26.272727272727273,26.54545454545455,21.454545454545453,21.818181818181817,29.861818181818183,31.315454545454546,44.16363636363637,38.472727272727276
CHI,DAL,14,25.83333333333333,17.666666666666668,24.5,17.583333333333332,29.093333333333334,29.32333333333333,47.8,31.45833333333333
ATL,CAR,14,23.33333333333333,21.66666666666667,20.416666666666668,23.75,28.93166666666666,30.200833333333332,32.10833333333333,40.425
BUF,BAL,14,33.833333333333336,21.416666666666668,24.58333333333333,20.83333333333333,34.70916666666667,30.809166666666666,49.40833333333334,38.35833333333333
CLE,CIN,14,14.916666666666664,20.5,18.25,19.25,28.03,30.558333333333334,35.85833333333333,32.775
GB,WAS,14,14.416666666666664,24.08333333333333,14.416666666666664,20.25,26.765000000000004,31.273333333333333,26.08333333333334,35.95
HOU,DEN,14,16.5,24.41666666666667,16.75,21.83333333333333,28.757500000000004,29.80250000000001,29.10833333333333,45.49166666666667
MIN,DET,14,23.33333333333333,26.58333333333333,20.75,21.08333333333333,30.203333333333337,29.0525,42.49999999999999,44.65
NO,SF,14,29.08333333333333,24.83333333333333,21.166666666666668,20.33333333333333,32.49333333333333,31.820833333333336,45.375,41.68333333333333
NYJ,MIA,14,16.666666666666668,17.0,18.0,15.5,27.60333333333333,28.535,35.55833333333333,27.366666666666664
TB,IND,14,21.75,28.33333333333333,22.16666666666667,22.33333333333333,31.5275,30.90166666666667,44.39166666666667,39.591666666666654
JAX,LAC,14,20.33333333333333,18.33333333333333,21.58333333333333,18.83333333333333,30.95666666666667,30.7625,42.52500000000001,34.46666666666666
ARI,PIT,14,19.666666666666668,21.25,17.0,19.0,29.02833333333333,27.152500000000003,34.224999999999994,32.425
LV,TEN,14,23.0,19.75,18.75,19.08333333333333,28.424166666666668,30.23416666666667,33.55833333333334,44.91666666666666
NE,KC,14,29.0,26.83333333333333,21.83333333333333,21.75,28.675,32.237500000000004,47.4,39.23333333333333
LAR,SEA,14,27.41666666666667,23.58333333333333,22.0,20.33333333333333,31.99333333333333,28.355,39.15833333333333,34.53333333333334
PHI,NYG,14,19.166666666666668,22.83333333333333,19.08333333333333,21.0,28.700833333333332,31.57416666666667,36.00833333333333,44.44166666666667
BAL,NYJ,15,17.384615384615387,33.07692307692308,16.0,24.07692307692308,28.61230769230769,34.53846153846154,28.561538461538454,47.707692307692305
CAR,SEA,15,26.23076923076923,23.07692307692308,21.538461538461537,20.923076923076927,31.72923076923077,28.871538461538453,38.89230769230769,31.94615384615385
CIN,NE,15,26.0,15.230769230769232,21.384615384615387,18.923076923076927,31.71076923076923,28.513076923076927,37.49999999999999,35.02307692307692
DET,TB,15,29.07692307692308,22.07692307692308,22.84615384615385,20.53846153846154,31.151538461538454,29.89384615384616,40.646153846153844,42.6
GB,CHI,15,18.69230769230769,23.76923076923077,18.076923076923077,20.076923076923077,29.543076923076924,31.19384615384616,33.52307692307692,36.146153846153844
KC,DEN,15,18.153846153846157,28.538461538461537,17.153846153846153,21.69230769230769,28.94923076923077,29.100769230769227,31.676923076923075,46.153846153846146
NYG,MIA,15,17.0,19.0,18.30769230769231,18.46153846153846,27.83384615384616,28.153846153846153,35.192307692307686,34.52307692307692
TEN,HOU,15,24.384615384615387,24.461538461538463,22.153846153846153,19.30769230769231,29.690769230769238,28.47769230769231,45.54615384615385,36.56923076923077
WAS,PHI,15,22.84615384615385,14.461538461538463,21.46153846153846,14.692307692307693,32.415384615384625,26.964615384615392,44.323076923076925,26.87692307692308
ARI,CLE,15,21.0,20.923076923076927,19.076923076923077,18.846153846153847,30.15307692307693,27.26384615384616,34.738461538461536,32.730769230769226
LAC,MIN,15,26.07692307692308,22.23076923076923,21.153846153846157,22.0,29.388461538461538,30.823846153846155,43.96153846153846,45.02307692307693
LV,JAX,15,17.69230769230769,19.846153846153847,18.53846153846154,19.30769230769231,30.732307692307693,30.25307692307693,33.86923076923077,44.53846153846154
DAL,LAR,15,23.923076923076927,25.69230769230769,20.76923076923077,24.30769230769231,28.58923076923077,28.964615384615392,36.01538461538462,47.2
SF,ATL,15,23.07692307692308,30.538461538461537,23.615384615384613,21.46153846153846,30.29692307692307,32.176153846153845,40.52307692307692,45.730769230769226
PIT,BUF,15,21.076923076923077,19.923076923076927,20.46153846153846,17.23076923076923,30.524615384615387,29.22153846153846,37.215384615384615,34.39230769230768
NO,IND,15,22.76923076923077,26.461538461538463,21.69230769230769,20.923076923076927,31.06,31.775384615384613,43.861538461538466,41.97692307692308
TB,HOU,16,24.357142857142854,29.714285714285715,22.214285714285715,22.857142857142854,29.798571428571428,31.297142857142855,45.86428571428571,41.31428571428571
NE,BUF,16,20.785714285714285,26.57142857142857,20.214285714285715,21.214285714285715,30.64428571428571,31.382857142857148,37.62142857142858,37.885714285714286
SF,LAR,16,23.714285714285715,29.92857142857143,20.928571428571427,21.357142857142858,28.228571428571428,32.055,35.821428571428584,44.84285714285714
ATL,JAX,16,17.857142857142858,23.5,18.428571428571427,23.357142857142854,30.357142857142854,30.212857142857143,33.23571428571428,41.47142857142857
CLE,BAL,16,33.714285714285715,21.214285714285715,24.0,19.5,34.31285714285714,30.177142857142858,46.085714285714296,36.85
IND,CAR,16,23.142857142857146,21.642857142857146,21.428571428571427,21.285714285714285,28.83928571428571,30.51142857142857,32.91428571428572,42.51428571428572
MIA,CIN,16,15.071428571428573,17.214285714285715,18.928571428571427,18.571428571428573,28.79642857142857,27.88357142857143,34.72142857142857,34.32857142857143
NYJ,PIT,16,19.214285714285715,17.642857142857142,17.071428571428573,15.785714285714285,29.09142857142857,28.584285714285713,34.68571428571428,29.585714285714282
TEN,NO,16,27.0,24.214285714285715,21.357142857142858,19.642857142857142,32.09285714285715,28.47214285714286,42.95,36.814285714285724
WAS,NYG,16,20.214285714285715,15.357142857142858,18.857142857142858,15.0,28.407142857142855,26.702857142857145,35.30714285714286,27.814285714285717
DEN,DET,16,21.714285714285715,17.071428571428573,20.214285714285715,17.0,29.64500000000001,28.757857142857148,42.41428571428571,31.96428571428571
LAC,LV,16,19.571428571428573,21.357142857142858,19.857142857142858,21.642857142857146,30.529285714285717,30.580000000000005,43.95714285714285,45.7
PHI,DAL,16,27.0,23.857142857142854,24.357142857142854,21.857142857142854,29.51000000000001,32.71214285714286,47.671428571428564,46.07142857142857
SEA,ARI,16,22.142857142857146,26.5,19.357142857142858,21.5,27.395714285714288,31.69,33.964285714285715,38.97142857142857
CHI,KC,16,28.142857142857146,18.285714285714285,22.071428571428577,18.214285714285715,29.402857142857137,29.877142857142854,46.75,34.34285714285714
MIN,GB,16,23.57142857142857,27.0,19.5,20.928571428571427,30.77857142857143,29.58857142857143,35.94285714285714,44.39285714285715
BUF,NYJ,17,17.533333333333335,20.53333333333333,15.666666666666664,19.8,28.564,30.054666666666666,29.39333333333333,36.32666666666668
CAR,NO,17,27.73333333333333,22.0,21.466666666666665,21.266666666666666,32.04666666666667,29.064,42.306666666666665,32.62666666666667
