HomeTeam,AwayTeam,Week,AwayAverage,HomeAverage,AwayFirstDowns,HomeFirstDowns,AwayTime,HomeTime,AwayThirdDowns,HomeThirdDowns
CIN,CLE,17,20.8,16.4,19.33333333333333,19.33333333333333,29.85933333333334,29.10066666666667,36.06,33.88666666666667
DET,GB,17,23.53333333333333,21.4,19.666666666666668,19.733333333333334,31.21466666666667,29.236666666666668,35.926666666666655,42.01333333333333
KC,LAC,17,21.066666666666666,28.0,21.6,22.266666666666666,30.298666666666673,29.65866666666666,44.473333333333336,47.26666666666666
MIN,CHI,17,17.266666666666666,25.86666666666667,18.2,20.0,29.64266666666667,29.10133333333333,34.833333333333336,43.21333333333334
NE,MIA,17,18.6,26.4,19.266666666666666,21.33333333333333,28.44066666666667,31.85866666666667,34.54,38.693333333333335
TB,ATL,17,23.53333333333333,29.066666666666666,23.66666666666667,22.6,30.44533333333333,31.22933333333333,42.29333333333332,42.086666666666666
BAL,PIT,17,18.6,33.53333333333333,17.0,24.466666666666665,29.24,34.30466666666666,33.79999999999999,47.25333333333334
DAL,WAS,17,16.666666666666668,25.8,15.666666666666664,23.8,27.154666666666675,29.10800000000001,29.76666666666667,45.92
DEN,LV,17,19.866666666666667,17.733333333333334,19.8,17.533333333333335,30.710000000000004,29.294,44.36,32.61333333333333
HOU,TEN,17,24.466666666666665,24.266666666666666,19.466666666666665,21.73333333333333,28.478,29.76666666666667,36.92666666666667,44.71333333333334
JAX,IND,17,22.73333333333333,17.466666666666665,21.53333333333333,18.33333333333333,30.30333333333333,30.102,42.10666666666667,32.446666666666665
LAR,ARI,17,22.466666666666665,24.2,19.466666666666665,21.133333333333333,27.871333333333336,28.494,33.919999999999995,36.0
NYG,PHI,17,23.4,21.6,21.93333333333333,19.466666666666665,32.93933333333334,28.618000000000002,45.86,36.76
SEA,SF,17,30.2,25.6,21.2,20.933333333333334,31.744,31.290666666666667,44.52,36.926666666666655
