HomeTeam,AwayTeam,Week,AwayAverage,HomeAverage,AwayFirstDowns,HomeFirstDowns,AwayTime,HomeTime,AwayThirdDowns,HomeThirdDowns
GB,DET,17,19.53333333333333,25.066666666666666,20.0,21.53333333333333,30.834,30.40266666666667,35.386666666666656,35.94666666666667
HOU,JAX,17,16.133333333333333,25.466666666666665,18.066666666666666,20.666666666666668,30.37533333333333,30.30533333333333,40.96666666666667,35.986666666666665
NE,NYJ,17,22.0,26.53333333333333,16.4,22.73333333333333,29.232,30.92133333333333,31.559999999999995,39.72
NO,CAR,17,22.86666666666667,32.666666666666664,22.066666666666666,24.0,30.396,32.13733333333333,40.92666666666667,45.03333333333333
NYG,DAL,17,20.2,22.266666666666666,19.933333333333334,18.466666666666665,31.430000000000003,28.802000000000003,38.65999999999999,35.82
TB,ATL,17,25.33333333333333,24.266666666666666,21.66666666666667,24.4,29.034000000000002,30.86133333333333,44.71333333333334,46.41333333333333
BAL,CLE,17,22.33333333333333,24.2,19.733333333333334,22.86666666666667,29.84533333333333,32.444,35.87999999999999,45.94000000000001
DEN,LAC,17,27.0,21.33333333333333,21.4,20.066666666666666,30.70066666666667,28.682,38.746666666666655,33.21333333333333
KC,LV,17,19.133333333333333,35.333333333333336,18.666666666666668,24.4,30.633333333333336,29.28333333333333,37.54,46.69333333333334
LAR,SF,17,20.666666666666668,31.93333333333333,21.466666666666665,24.86666666666667,29.86066666666667,30.55200000000001,36.266666666666666,42.62
MIN,CHI,17,26.466666666666665,23.33333333333333,20.933333333333334,19.866666666666667,31.964,29.90333333333333,39.9,37.05333333333333
PIT,CIN,17,23.66666666666667,27.466666666666665,19.666666666666668,24.0,27.45266666666667,30.64933333333333,35.846666666666664,44.64
SEA,ARI,17,13.4,26.73333333333333,15.133333333333333,20.866666666666667,25.998,31.416,28.35333333333333,38.49333333333333
WAS,PHI,17,22.86666666666667,18.733333333333334,21.4,18.133333333333333,31.74533333333333,30.44933333333334,38.02666666666667,37.333333333333336
TEN,IND,17,26.66666666666667,19.53333333333333,23.13333333333333,18.53333333333333,29.179333333333336,30.25133333333333,49.13333333333333,40.74
