HomeTeam,AwayTeam,HomeScore,AwayScore,Week,HomeResult,AwayResult,AwayAverage,HomeAverage,AwayFirstDowns,HomeFirstDowns,AwayTime,HomeTime,AwayThirdDowns,HomeThirdDowns,PredictHomeTeamWin
TEN,CLE,-1,-1,13,,,24.09090909090909,29.454545454545453,20.727272727272727,23.636363636363637,30.07,29.14,40.6,44.3,1.0
MIA,CIN,-1,-1,13,,,20.90909090909091,25.818181818181817,21.636363636363637,20.363636363636363,32.4,30.2,36.2,40.4,0.0
MIN,JAX,-1,-1,13,,,20.636363636363637,26.545454545454547,20.09090909090909,22.181818181818183,28.45,29.57,42.6,43.6,1.0
NYJ,LV,-1,-1,13,,,26.545454545454547,13.818181818181818,21.545454545454547,16.09090909090909,31.14,27.34,49.3,31.4,0.0
PIT,WAS,-1,-1,13,,,21.90909090909091,28.818181818181817,20.90909090909091,21.363636363636363,30.16,32.18,39.7,46.0,1.0
HOU,IND,-1,-1,13,,,27.454545454545453,24.363636363636363,22.727272727272727,19.818181818181817,31.56,27.56,37.6,41.5,0.0
ARI,LAR,-1,-1,13,,,23.90909090909091,27.636363636363637,22.545454545454547,25.454545454545453,31.23,29.26,45.4,43.8,1.0
SEA,NYG,-1,-1,13,,,19.454545454545453,31.0,19.454545454545453,23.181818181818183,30.55,30.26,41.1,39.5,1.0
GB,PHI,-1,-1,13,,,21.545454545454547,31.727272727272727,21.09090909090909,22.545454545454547,29.59,33.04,38.6,48.5,1.0
LAC,NE,-1,-1,13,,,20.818181818181817,25.181818181818183,22.545454545454547,23.727272727272727,30.12,33.34,43.7,43.8,1.0
KC,DEN,-1,-1,13,,,19.0,31.636363636363637,18.181818181818183,25.0,28.16,31.39,36.1,50.4,1.0
SF,BUF,-1,-1,13,,,27.181818181818183,23.727272727272727,23.727272727272727,21.636363636363637,31.38,32.49,49.6,40.2,1.0
